APR. 25, 1993  09:29:45.3 35.70N 112.20W 12KM. M=4.9
EMN    277.0     50.5   +1.0
FLAG   138.0     61.1   +1.0
PV09    40.0     50.0   +1.0
SCN    121.0     61.1   -1.0
TDM    166.0     50.0   +1.0
WHF    272.0     49.2   -1.0
ISA    271.0     49.2   -1.0
WRN    311.0     50.0   -1.0
CCU    341.0     50.5   +1.0
DLM    314.0     50.5   +1.0
BMT    108.0     50.5   -1.0
RVR    250.0     50.0   -1.0
PLM    240.0     50.0   -1.0
GMR    301.0     50.0   +1.0
