December 25, 1969 12:49:10 UT 33.37N 110.62W h=8km mb=4.4
BAR   263.6    49.3  +0.5
FLG   334.5    50.5  +1.0
GCA   347.4    50.0  +1.0
GLA   265.6    50.0  +1.0
GOL    32.3    49.1  -1.0
GSC   292.0    49.3  +1.0
ISA   291.3    49.5  +0.5
JCT   104.7    48.1  -0.5
MMA   278.1    56.8  +1.0
PLM   271.2    49.3  +1.0
ALQ    64.7    50.0  -1.0
TUL    74.3    46.3  -1.0
TUC   188.1    56.8  +1.0

