APR. 25, 1993 09:29:45  35.70N-113.00E 12 km  ML=3.2
ITU   281.0    53.6  +1.0
ARUT  334.8    50.5  -1.0
FLAG  137.5    61.1  +1.0
EMN   276.8    50.5  +1.0
PV09   40.4    50.0  +1.0
SCN   121.4    61.1  -1.0
TDM   165.8    50.0  +1.0
WHF   271.7    49.2  -1.0


