June 24, 2011  22:03:44.4 35.02N 111.53W  17 km M=2.7
CCAZ  316.0    56.3  +1.0
FLAG  336.0    56.3  +1.0
GCN   335.0    58.8  -1.0
MTLO  315.0    58.8  +1.0
WMZ   282.0    56.3  +1.0
WUAZ   14.0    56.3  -1.2
W18A   86.0    58.8  +1.2
X16A  173.0    56.3  -1.2
X18A  110.0    58.8  +1.0
Y14A  229.0    58.8  +1.0
U15A  336.0    58.8  -1.0
