APR.25, 1993  09:29:45.3 35.70N 112.20W  12 km M=4.9
ARUT 335.0    50.5  -1.0
EMN  277.0    50.5  +1.0
FLAG 138.0    61.1  +1.0
PV09  40.0    50.0  +1.0
SCN  121.0    61.1  -1.0
TDM  166.0    50.0  +1.0
WHF  272.0    49.2  -1.0
