APR 07, 2021 09:20:59.1  35.178N  111.606W 5km M=3.3
CCAZ  310.4    82.4  -1.0
FLAG  270.0    82.4  +1.0
GCAZ  334.0    82.4  -1.0
SMAZ  312.4    56.8  +0.5
TSAZ  280.4    82.4  +0.5
U15A  336.2    56.8  -1.0
WMZ   269.6    82.4  +1.0
WUAZ   29.4    82.4  +1.0
Y14A  223.4    56.8  +0.5
ALQ   274.7    50.0  +1.0
X16A  349.8    82.4  -1.0
X18A  114.9    56.8  -1.0






