AJAR     +1.0      82.4      62.8
ARUT     -1.0      50.0     328.0
BMT      -1.0      50.0      96.9
DWU      -0.7      50.0     335.1
EKU      -1.0      50.5     333.1
MLM      -0.6      50.0      87.0
MMU      +1.0      50.0     356.1
MVU      -0.7      50.0     345.9
OWUT     -1.0      50.0     351.7
P03      -1.0      50.0      25.4
P15      -1.0      50.0      28.4
ROA      +1.0      50.0       5.6
SRU      +1.0      50.0       4.8
TUC      +1.0      50.5     175.7
