SEP26,2007  02:24:06.32 36.984N -112.368W 17.76km Ml=2.5
R14A   338.7     69.5   -1.0
R15A     3.4     69.5   +1.0
R16A    28.2     69.5   +1.0
R17A    42.0     69.5   +1.0
S13A   297.1     69.5   +1.0
S14A   320.8     69.5   +1.0
S15A      .3     65.2   +1.0
S16A    68.7     65.2   +1.0
S17A    62.0     69.5   +1.0
T13A   272.1     69.5   +1.0
T14A   278.1     65.2   +1.0
T15A   340.9     65.2   -1.0
T16A    90.0     65.2   +1.0
T17A    89.1     69.5   +1.0
T18A    84.9     61.0   +1.0
U13A   246.6     69.5   +1.0
U14A   229.4     65.2   +1.0
U15A   173.7     65.2   -1.0
U16A   129.7     69.5   +1.0
U17A   105.1     69.5   +1.0
V13A   229.6     69.5   +1.0
V14A   204.1     69.5   -1.0
V15A   172.2     69.5   -1.0
W14A   198.4     69.5   -1.0
WUAZ   151.0     69.5   +1.0
