J-B P tables 0 to 102 degrees by 1 degree
   15    0    1  103
   0.00
 1308.6 1317.3 1325.9 1334.4 1342.9 1351.3 1359.7 1368.1 1376.4 1384.8
 1393.2 1401.5 1409.8 1418.1 1426.4    0.0    0.0    0.0
  730.2
  148.6  150.2  154.6  161.6  170.9  182.0  194.6  208.2  222.8  238.1
  253.8  270.0  286.4  302.8  319.3  335.7  351.9  368.2  384.4  400.4
  416.3  432.2  448.0  463.6  479.1  494.7  510.2  525.6  541.0  556.3
  571.6  586.7  601.7  616.7  631.5  646.2  660.8  675.4  689.8  704.2
  718.4  732.5  746.6  760.6  774.4  788.2  801.9  815.5  829.0  842.5
  855.8  869.0  882.2  895.2  908.2  921.0  933.7  946.4  958.9  971.4
  983.7  995.9 1008.0 1020.0 1031.9 1043.7 1055.3 1066.9 1078.3 1089.6
 1100.8 1111.9 1122.9 1133.7 1144.5 1155.1 1165.6 1176.1 1186.4 1196.6
 1206.6 1216.5 1226.2 1235.9 1245.3 1254.7 1263.9 1273.0 1281.9 1290.8
 1299.5 1308.1 1316.7 1325.2 1333.6 1342.0 1350.4 1358.7 1367.1 1375.5
 1383.9 1392.2 1400.5 1408.8    0.0    0.0    0.0    0.0
  793.6
  159.0  160.4  164.4  170.7  179.1  189.4  200.9  213.4  226.9  241.4
  256.5  271.9  287.5  303.3  319.2  335.1  351.0  366.9  382.7  398.5
  414.1  429.7  445.3  460.8  476.3  491.8  507.2  522.5  537.8  552.9
  568.0  583.0  597.9  612.7  627.4  642.0  656.5  670.9  685.2  699.4
  713.5  727.6  741.5  755.4  769.2  782.9  796.5  810.0  823.4  836.8
  850.0  863.2  876.2  889.2  902.0  914.8  927.4  940.0  952.4  964.7
  976.9  989.0 1001.1 1013.0 1024.8 1036.5 1048.1 1059.5 1070.9 1082.1
 1093.2 1104.2 1115.1 1125.9 1136.5 1147.1 1157.6 1167.9 1178.2 1188.3
 1198.3 1208.1 1217.9 1227.4 1236.9 1246.2 1255.3 1264.4 1273.3 1282.1
 1290.8 1299.4 1307.9 1316.4 1324.8 1333.2 1341.6 1349.9 1358.3 1366.7
 1375.1 1383.4 1391.7 1400.0    0.0    0.0    0.0    0.0



